year	question	paper_id	source_url	prize_label	review_scope	accessed
2023	A	A0165	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2023qgdxssxjmjslwzs_2023atlw/231104/1865112.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2023	A	A0127	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2023qgdxssxjmjslwzs_2023atlw/231104/1865106.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2023	A	A092	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2023qgdxssxjmjslwzs_2023atlw/231104/1865104.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2023	B	B477	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2023qgdxssxjmjslwzs_2023btlw/231104/1865120.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2023	B	B311	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2023qgdxssxjmjslwzs_2023btlw/231104/1865118.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2023	B	B226	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2023qgdxssxjmjslwzs_2023btlw/231104/1865116.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2023	C	C228	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2023qgdxssxjmjslwzs_2023ctlw/231104/1865128.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2023	C	C126	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2023qgdxssxjmjslwzs_2023ctlw/231104/1865126.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2023	C	C050	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2023qgdxssxjmjslwzs_2023ctlw/231104/1865124.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2023	D	D039	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2023qgdxssxjmjslwzs_2023dtlw/231104/1865132.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2023	E	E176	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2023qgdxssxjmjslwzs_2023etlw/231104/1865138.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2023	E	E032	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2023qgdxssxjmjslwzs_2023etlw/231104/1865134.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2022	A	A001	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2022qgdxssxjmjslwzs/221106/1820295.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2022	A	A022	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2022qgdxssxjmjslwzs/221106/1820293.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2022	A	A171	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2022qgdxssxjmjslwzs/221106/1820291.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2022	B	B030	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2022qgdxssxjmjslwzs/221106/1820289.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2022	B	B035	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2022qgdxssxjmjslwzs/221106/1820287.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2022	B	B086	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2022qgdxssxjmjslwzs/221106/1820285.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2022	C	C155	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2022qgdxssxjmjslwzs/221106/1820281.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2022	D	D999	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2022qgdxssxjmjslwzs/221106/1820275.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2022	E	E014	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2022qgdxssxjmjslwzs/221106/1820273.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2022	E	E029	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2022qgdxssxjmjslwzs/221106/1820271.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	A	A028	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241212/1734060.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	A	A115	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241212/1734062.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	A	A217	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241212/1734066.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	B	B007	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241212/1734070.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	B	B026	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241212/1734072.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	B	B160	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241213/1734074.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	B	B050	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241213/1734083.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	C	C066	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241212/1734085.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	C	C085	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241212/1734093.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	C	C169	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241212/1734095.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	C	C283	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241212/1734097.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	D	D017	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241213/1734101.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	D	D026	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241212/1734105.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	D	D034	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241212/1734107.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	E	E014	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241213/1734099.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	E	E025	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241212/1734196.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
2021	E	E037	https://dxs.moe.gov.cn/zx/a/hd_sxjm_sxjmlw_2021qgdxssxjmjslwzs/241212/1734230.shtml	官方合作平台展示样本（奖项级别未统一标注）	abstract_reviewed	2026-08-17
